tipo;fabricante;serie;paso;rating;tamano;dn;cv;kv;k;d_ref;d_ref_mm;fuente;nota
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;10;250;5340;4619.38;0.314;Sch40;254.4;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;12;300;8250;7136.68;0.266;Sch40;303.3;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;14;350;11917;10308.82;0.186;Sch40;333.4;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;16;400;16388;14176.47;0.168;Sch40;381.0;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;18;450;21705;18775.95;0.153;Sch40;428.6;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;20;500;27908;24141.87;0.143;Sch40;477.8;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Gem y Quartermaster (asiento elástico);—;ver catálogo;24;600;43116;37297.58;0.126;Sch40;574.8;Butterfly Valves (1).pdf, p.5 y p.10;
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;2;50;115;99.48;1.23;Sch40;52.5;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;2-1/2;65;196;169.55;0.856;Sch40;62.6;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;3;80;302;261.25;0.864;Sch40;77.9;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;4;100;600;519.03;0.651;Sch40;102.3;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;5;125;1022;884.08;0.552;Sch40;128.1;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;6;150;1320;1141.87;0.693;Sch40;154.1;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;8;200;2165;1872.84;0.771;Sch40;202.7;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;10;250;3353;2900.52;0.798;Sch40;254.4;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;12;300;5827;5040.66;0.534;Sch40;303.3;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;14;350;7037;6087.37;0.534;Sch40;333.4;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;16;400;10416;9010.38;0.416;Sch40;381.0;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;18;450;12215;10566.61;0.484;Sch40;428.6;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;20;500;15959;13805.36;0.438;Sch40;477.8;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Crane / Center Line;Monarch (servicio pesado);—;ver catálogo;24;600;20869;18052.77;0.537;Sch40;574.8;Butterfly Valves (1).pdf, p.14;"La columna de 10° de 6""–24"" es idéntica a la de Gem/Series 200 (posible copia en el catálogo)"
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;2;50;102;88.24;1.56;Sch40;52.5;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;2-1/2;65;146;126.3;1.54;Sch40;62.6;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;3;80;228;197.23;1.52;Sch40;77.9;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;3-1/2;90;349;301.9;1.16;Sch40;90.2;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;4;100;451;390.14;1.15;Sch40;102.3;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;5;125;714;617.65;1.13;Sch40;128.1;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;6;150;1103;954.15;0.992;Sch40;154.1;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;8;200;2064;1785.47;0.848;Sch40;202.7;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;10;250;3517;3042.39;0.725;Sch40;254.4;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;12;300;4837;4184.26;0.774;Sch40;303.3;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;14;350;6857;5931.66;0.563;Sch40;333.4;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;16;400;9287;8033.74;0.523;Sch40;381.0;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;18;450;11400;9861.59;0.556;Sch40;428.6;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;20;500;14420;12474.05;0.537;Sch40;477.8;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;24;600;22050;19074.39;0.481;Sch40;574.8;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;30;750;34388;29747.4;0.497;Sch40;723.8;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;36;900;47160;40795.85;0.567;Sch40;876.2;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;42;1050;64190;55527.68;0.626;STD;1047.7;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 150;48;1200;83840;72525.95;0.632;STD;1200.1;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;2;50;100;86.51;1.63;Sch40;52.5;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;2-1/2;65;143;123.7;1.61;Sch40;62.6;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;3;80;223;192.91;1.59;Sch40;77.9;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;3-1/2;90;336;290.66;1.26;Sch40;90.2;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;4;100;435;376.3;1.24;Sch40;102.3;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;5;125;688;595.16;1.22;Sch40;128.1;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;6;150;1041;900.52;1.11;Sch40;154.1;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;8;200;1911;1653.11;0.99;Sch40;202.7;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;10;250;3194;2762.98;0.879;Sch40;254.4;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;12;300;4428;3830.45;0.924;Sch40;303.3;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;14;350;5702;4932.53;0.813;Sch40;333.4;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;16;400;8243;7130.62;0.664;Sch40;381.0;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;18;450;9712;8401.38;0.766;Sch40;428.6;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;20;500;10658;9219.72;0.982;Sch40;477.8;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;24;600;16205;14018.17;0.89;Sch40;574.8;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 300;30;750;28245;24433.39;0.736;Sch40;723.8;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;2;50;93;80.45;1.88;Sch40;52.5;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;2-1/2;65;133;115.05;1.86;Sch40;62.6;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;3;80;208;179.93;1.82;Sch40;77.9;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;4;100;387;334.78;1.57;Sch40;102.3;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;6;150;979;846.89;1.26;Sch40;154.1;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;8;200;1788;1546.71;1.13;Sch40;202.7;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;10;250;2747;2376.3;1.19;Sch40;254.4;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;12;300;3891;3365.92;1.2;Sch40;303.3;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;14;350;4873;4215.4;1.11;Sch40;333.4;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Flowseal (Crane);Soft Seat HPBV;—;ASME 600;16;400;6424;5557.09;1.09;Sch40;381.0;Soft seat butterfly Valves.pdf, p.5;Asiento aguas arriba (SUS)
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;3;80;150;129.76;3.5;Sch40;77.9;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;4;100;280;242.21;2.99;Sch40;102.3;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;6;150;760;657.44;2.09;Sch40;154.1;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;8;200;1360;1176.47;1.95;Sch40;202.7;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;10;250;2220;1920.42;1.82;Sch40;254.4;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;12;300;3600;3114.19;1.4;Sch40;303.3;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;14;350;5200;4498.27;0.978;Sch40;333.4;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;16;400;7200;6228.37;0.87;Sch40;381.0;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;18;450;9600;8304.5;0.784;Sch40;428.6;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;20;500;12550;10856.4;0.708;Sch40;477.8;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;24;600;18900;16349.48;0.654;Sch40;574.8;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;30;750;31400;27162.63;0.596;Sch40;723.8;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 150;36;900;44900;38840.83;0.626;Sch40;876.2;Butterfly Valves 3-36 150#-300#.pdf, p.10;"La tabla de las págs. 26–27 del mismo catálogo da otros Cv (6"": 1600)"
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;3;80;150;129.76;3.5;Sch40;77.9;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;4;100;280;242.21;2.99;Sch40;102.3;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;6;150;760;657.44;2.09;Sch40;154.1;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;8;200;1260;1089.97;2.28;Sch40;202.7;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;10;250;2030;1756.06;2.18;Sch40;254.4;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;12;300;3050;2638.41;1.95;Sch40;303.3;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;14;350;4660;4031.14;1.22;Sch40;333.4;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;16;400;6450;5579.58;1.08;Sch40;381.0;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;18;450;8640;7474.05;0.968;Sch40;428.6;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;20;500;11420;9878.89;0.855;Sch40;477.8;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;24;600;17200;14878.89;0.79;Sch40;574.8;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;30;750;29600;25605.54;0.671;Sch40;723.8;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica metal-metal;—;ASME 300;36;900;44000;38062.28;0.652;Sch40;876.2;Butterfly Valves 3-36 150#-300#.pdf, p.10;
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;3;80;500;432.53;0.315;Sch40;77.9;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;4;100;800;692.04;0.366;Sch40;102.3;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;6;150;1600;1384.08;0.472;Sch40;154.1;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;8;200;2400;2076.12;0.627;Sch40;202.7;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;10;250;3900;3373.7;0.589;Sch40;254.4;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;12;300;5200;4498.27;0.67;Sch40;303.3;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;14;350;8200;7093.43;0.393;Sch40;333.4;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;16;400;11000;9515.57;0.373;Sch40;381.0;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;18;450;12500;10813.15;0.462;Sch40;428.6;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;20;500;16200;14013.84;0.425;Sch40;477.8;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;24;600;25000;21626.3;0.374;Sch40;574.8;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;28;700;33500;28979.24;0.438;STD;692.2;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;30;750;38000;32871.97;0.407;Sch40;723.8;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;32;800;43000;37197.23;0.424;Sch40;777.8;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;Velan;Triple excéntrica bridada (tabla dimensional);—;ASME 150;36;900;53000;45847.75;0.449;Sch40;876.2;Butterfly Valves 3-36 150#-300#.pdf, p.26–27;"Contradice la tabla de la pág. 10 (6"": 760). Confirmar con Velan cuál aplica"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 600;30;750;14000;12110.73;3.0;Sch40;723.8;Butterfly Valve Type A11.PDF, p.3;
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 600;36;900;20800;17993.08;2.92;Sch40;876.2;Butterfly Valve Type A11.PDF, p.3;
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 600;42;1050;23900;20674.74;4.52;STD;1047.7;Butterfly Valve Type A11.PDF, p.3;
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 600;48;1200;30700;26557.09;4.71;STD;1200.1;Butterfly Valve Type A11.PDF, p.3;
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;6;150;434;375.43;6.41;Sch40;154.1;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;8;200;741;641.0;6.58;Sch40;202.7;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;10;250;1410;1219.72;4.51;Sch40;254.4;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;12;300;1260;1089.97;11.41;Sch40;303.3;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;14;350;2770;2396.19;3.45;Sch40;333.4;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;16;400;3500;3027.68;3.68;Sch40;381.0;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
Mariposa;FMC (PS Sheet 59.8:070);Type A11 alta presión;—;ASME 900;18;450;4550;3935.99;3.49;Sch40;428.6;Butterfly Valve Type A11.PDF, p.3;"Clase 900: Cv 12"" (1260) < Cv 10"" (1410), incoherencia del catálogo"
